student_id,cgpa,Department,course_1_name,course_1_grade,Course_1_effect_cgpa,course_2_name,course_2_grade,Course_2_effect_cgpa,course_3_name,course_3_grade,Course_3_effect_cgpa,course_4_name,course_4_grade,Course_4_effect_cgpa,open_elective_1_name,open_elective_1_grade,open_elective_1_effect_cgpa,open_elective_2_name,open_elective_2_grade,open_elective_2_effect_cgpa,open_elective_3_name,open_elective_3_grade,open_elective_3_effect_cgpa,skills_1,skills_2,skills_3,Technical_skill_1,Technical_skill_2
RA2121238848324,5.49,NWC,Cloud Computing Technologies,C,good,Business Process Reengineering,C,good,Web Development Frameworks,C,good,Digital Content Strategy,C,good,Introduction to Environmental Sociology,C,good,Introduction to Literature,F,good,Introduction to Political Science,F,good,web development,accounting,photography,Technical Support,C#
RA2111174539222,5.84,NWC,Social Networking Platforms,C,good,Game Design Principles,C,good,Artificial Intelligence Ethics,C,good,Data Science Techniques,F,good,Introduction to Environmental Studies,C,good,Introduction to Computer Science,F,good,Public Speaking Mastery,C,good,email management,web analytics,sales,AWS,Microservices
RA2112193251438,7.69,CINTEL,Cloud Computing Security,C,good,Agile Project Management,F,good,Machine Learning Applications,B,good,Cyber Law and Ethics,C,good,Entrepreneurial Finance,F,good,Introduction to Art History,F,good,Introduction to Environmental Planning,C,good,web development,data visualization,event planning,Azure,Pig
RA2110205693209,9.51,CTECH,IT Project Portfolio Management,A,bad,IT Service Management,A+,bad,Virtual Reality Applications,O,bad,Digital Product Management,A,bad,Introduction to Environmental Law,A+,bad,Introduction to Environmental Medicine,A+,bad,Introduction to Medicine,A,bad,public relations,forecasting,branding,Backbone.js,jQuery
RA2103120870229,5.07,CTECH,Data Mining Techniques,C,good,Business Process Optimization,C,good,Software Development Lifecycle,C,good,E-commerce Integration,C,good,Introduction to Political Science,F,good,Introduction to Environmental Education,F,good,Introduction to Ethical Hacking,B,good,financial analysis,analytical thinking,video production,Pair Programming,Cryptocurrency
RA2100002751722,5.34,CTECH,Software Configuration Management,F,bad,Social Media Marketing,B,bad,Ethical AI Practices,B,bad,E-commerce Integration,C,bad,Introduction to Environmental Communication,C,bad,History of Jazz Music,C,bad,Introduction to Mathematics,C,bad,team leadership,event marketing,data analysis,Ember.js,Site Reliability Engineering
RA2122293920848,9.03,NWC,Game Development Principles,O,bad,Database Management Systems,A+,bad,Strategic IT Planning,O,bad,Cloud Computing Security,A+,good,Introduction to Environmental Chemistry,A+,bad,Introduction to Political Science,A,good,Introduction to Human Anatomy,O,bad,video editing,proofreading,event marketing,Test-Driven Development,Natural Language Processing
RA2103086368258,8.34,CINTEL,Data Visualization Techniques,B+,bad,IoT Security Measures,B+,bad,IT Project Portfolio Management,A,good,Digital Health Records,B,good,Entrepreneurship Bootcamp,B+,good,Introduction to Urban Planning,B,bad,Introduction to Marine Biology,B,bad,critical thinking,forecasting,public relations,Game Development,Penetration Testing
RA2121343616385,8.49,CTECH,Social Media Management,B,bad,Artificial Intelligence Ethics,B,bad,Artificial Neural Networks,A,bad,IT Infrastructure Management,A+,good,User Experience Design,B,good,Digital Illustration Techniques,B,bad,Introduction to Acting,A+,bad,database management,branding,research,Spark,Technical Writing
RA2111059541624,5.52,CTECH,Web Development Frameworks,B,good,User Experience Design,C,good,Network Security Protocols,F,good,Internet of Things,F,good,Introduction to Environmental Law,B,good,Introduction to Acting,B,good,Introduction to Sociology,C,good,forecasting,critical thinking,time management,TensorFlow,Ruby
RA2110307460630,8.54,CTECH,Robotic Automation Systems,A,good,Cloud Security Solutions,B+,bad,Quantum Cryptography,A,good,Blockchain Development,B+,bad,Introduction to Film Studies,A,bad,Introduction to Sustainable Energy,B+,bad,Introduction to Environmental Medicine,B+,bad,customer relationship management,graphic design,budgeting,Vue.js,Computer Vision
RA2123236677949,9.38,CTECH,Data Privacy Regulations,A+,bad,Digital Strategy Implementation,O,bad,Game Design Principles,A+,bad,Data Science Techniques,O,bad,Introduction to Anthropology,O,good,Introduction to Sustainable Energy,A,bad,Introduction to Environmental Biology,A+,bad,proofreading,creative writing,photography,Deep Learning,Kanban
RA2100285151018,9.61,NWC,Web Application Security,A,bad,Cyber Law and Ethics,O,bad,Business Intelligence Tools,A,bad,Software Configuration Management,O,bad,Cybersecurity Basics,O,bad,Introduction to Photography,A+,bad,Artificial Intelligence Fundamentals,A+,bad,social networking,photography,video production,Distributed Systems,Natural Language Processing
RA2120095215920,8.25,CINTEL,Data Warehousing Solutions,B+,good,Robotic Automation Systems,B+,bad,Big Data Processing,B,good,Database Management Systems,A+,good,Mindfulness and Stress Management,B+,bad,Introduction to Environmental Biology,A+,bad,Web Development Fundamentals,B+,bad,email management,time management,content marketing,Web Development,Agile Methodologies
RA2112324651763,7.44,DSBS,Strategic IT Planning,C,good,Machine Learning Algorithms,F,good,Artificial Intelligence Ethics,B,good,Data Warehousing Design,C,good,Introduction to Environmental Medicine,C,good,Introduction to Bioinformatics,F,good,Culinary Arts,C,good,content management,copywriting,client relations,AWS,GraphQL
RA2113194750729,5.21,DSBS,Cyber Law and Ethics,C,good,Business Process Optimization,B,good,Data Privacy Regulations,C,good,Business Intelligence Tools,B,good,Introduction to Environmental Economics,B,good,Introduction to Environmental Economics,F,good,Introduction to Political Science,B,good,research,video editing,market research,Jenkins,Data Science
RA2122139048272,6.16,DSBS,E-commerce Strategies,F,bad,Ethical AI Practices,C,bad,Information Systems Audit,C,bad,IT Service Delivery,F,bad,Introduction to Geology,F,bad,Introduction to Environmental Policy,F,bad,Financial Literacy,B,bad,accounting,media relations,market research,Distributed Systems,Pig
RA2100012389769,9.74,CINTEL,Blockchain Applications,A+,bad,Machine Learning Algorithms,A+,bad,Robotic Automation Systems,A,bad,Machine Learning Applications,A+,bad,Culinary Arts,A,bad,History of Jazz Music,A+,bad,Introduction to Environmental Bioinformatics,A+,bad,customer relationship management,presentation skills,data entry,Internet of Things,Web Development
RA2100225716753,6.04,CINTEL,Predictive Analytics Models,C,good,Business Intelligence Tools,B,good,Cybersecurity Frameworks,B,good,Database Management Systems,C,good,Introduction to Environmental Psychology,B,good,Introduction to Archaeology,F,good,Introduction to Environmental Policy,C,good,problem solving,creative writing,email marketing,Machine Learning,Smart Contracts
RA2122141100860,6.01,DSBS,Predictive Modeling Techniques,F,bad,Health Information Exchange,F,bad,Wireless Networking Technologies,F,bad,Digital Health Technologies,C,bad,Introduction to Environmental Anthropology,F,bad,Introduction to Environmental Geology,B,bad,Introduction to Environmental Psychology,C,bad,social networking,data visualization,public speaking,Lean,Perl
RA2122321800470,7.28,CINTEL,Network Programming,B,good,Data Science Techniques,F,good,Network Security Protocols,C,good,Quantum Cryptography,C,good,Introduction to Environmental History,B,good,Cybersecurity Basics,F,good,Introduction to Engineering,C,good,teamwork,content marketing,data visualization,C#,Code Review
RA2103298179662,8.42,NWC,Project Management Fundamentals,B+,bad,Cloud Security Solutions,A+,bad,Mobile App Testing,B,bad,Supply Chain Optimization,B,bad,Introduction to Political Science,B+,bad,Introduction to Environmental Justice,B,bad,Introduction to Environmental Bioinformatics,A,bad,social media marketing,budgeting,creative writing,MongoDB,Bootstrap
RA2110149659643,9.61,DSBS,Robotic Process Automation,A,bad,Game Development Principles,A+,bad,Web Application Security,A,good,Network Security Protocols,O,bad,Introduction to Criminal Justice,O,good,Health and Wellness,A+,bad,Entrepreneurial Finance,O,bad,time management,problem solving,user experience design,MongoDB,DevOps
RA2111381980744,5.79,NWC,Network Security Analysis,F,bad,Health Information Exchange,F,bad,Digital Health Technologies,F,bad,Advanced Data Analysis,F,bad,Introduction to Environmental Sociology,F,bad,Introduction to Sustainable Agriculture,B,bad,Introduction to Environmental Communication,C,bad,accounting,content creation,public speaking,TypeScript,CakePHP
RA2121092145294,6.63,NWC,Artificial Intelligence Ethics,B,good,Digital Marketing Analytics,F,good,Predictive Analytics Models,F,good,Ethical Hacking Practices,F,good,Exploring World Cuisines,B,good,Introduction to Graphic Novels,C,good,Introduction to Political Science,C,good,web design,event marketing,time management,C#,Database Administration
RA2123342403328,8.91,DSBS,Digital Health Records,A,bad,Digital Transformation Strategies,A+,bad,Software Testing Methods,B,bad,Web Application Development,A,bad,Introduction to Environmental Physics,A,bad,Yoga and Meditation,B+,good,Entrepreneurial Finance,A,bad,event coordination,leadership,budgeting,Kotlin,Ethical Hacking
RA2103278016936,6.16,CINTEL,Social Networking Platforms,F,bad,Blockchain Development,F,bad,Information Systems Audit,F,bad,Digital Content Creation,B,bad,Introduction to Environmental Policy,C,bad,Travel Photography,C,bad,Introduction to Environmental Ethics,C,bad,problem solving,data visualization,event planning,Troubleshooting,Cloud Computing
RA2112210758284,9.36,CINTEL,Supply Chain Optimization,A+,bad,Artificial Intelligence in Business,O,bad,Agile Project Management,A+,bad,Blockchain Applications,O,bad,Introduction to Environmental Education,A,bad,Introduction to Forensic Science,A,good,Mobile App Development,A,bad,event production,networking,social networking,C#,Symfony
RA2110086140473,7.19,CTECH,Digital Communication Strategies,F,bad,Supply Chain Management Systems,C,bad,Social Media Marketing,B,bad,IT Infrastructure Management,B,bad,Introduction to Public Health,B,bad,Introduction to Environmental Gender Studies,F,bad,Introduction to Marine Biology,C,bad,customer relationship management,data analysis,social networking,TensorFlow,DevOps
RA2113380408264,9.67,DSBS,Supply Chain Management Systems,A,bad,Internet Marketing Strategies,A+,bad,Internet Marketing Strategies,O,bad,Digital Strategy Implementation,A,good,Introduction to Environmental Chemistry,A,good,Web Development Fundamentals,A,bad,Public Speaking Mastery,A+,bad,copywriting,presentation skills,accounting,Behavior-Driven Development,Rust
RA2121183767882,9.25,CINTEL,Software Quality Assurance,A+,bad,Digital Marketing Strategies,A+,good,Digital Communication Strategies,O,bad,Artificial Intelligence in Business,A,good,Introduction to Environmental Geography,A,bad,Introduction to Environmental Biology,A+,good,Introduction to Psychology,A,bad,content management,user experience design,financial analysis,Laravel,Google Cloud
RA2122116082376,7.98,DSBS,Robotic Process Automation,B,good,IT Service Delivery,F,good,Digital Advertising Campaigns,F,good,E-commerce Platforms,F,good,Public Speaking Mastery,C,good,Introduction to Environmental Political Science,B,good,Introduction to Environmental Biology,B,good,research,SEO optimization,data mining,jQuery,Continuous Integration
RA2120335193628,9.59,CINTEL,Digital Strategy Implementation,A+,bad,Digital Strategy Implementation,A,bad,Social Networking Platforms,A+,bad,Ethical AI Practices,A+,bad,Entrepreneurship Bootcamp,A,good,Personal Finance Management,A,good,Introduction to Criminal Justice,A,good,customer service,market analysis,copywriting,Firebase,Google Cloud
RA2103025707165,8.74,NWC,Machine Learning Algorithms,A+,bad,Digital Content Strategy,A,good,Digital Content Strategy,A+,good,Business Process Optimization,B,good,Introduction to Virtual Reality,A,bad,Creative Problem Solving,A+,bad,Introduction to Geology,B+,good,proofreading,financial planning,forecasting,TensorFlow,Deep Learning
RA2123383460930,8.29,CINTEL,Social Media Management,A+,bad,IT Service Management,A,bad,Artificial Intelligence Ethics,B+,bad,Social Media Marketing,A+,bad,Introduction to Sustainable Energy,A+,good,Exploring World Cuisines,A,bad,Introduction to Archaeology,B+,good,research,user experience design,sales,Mobile Development,Google Cloud
RA2122262634190,9.63,NWC,Machine Learning Applications,A+,bad,Health Informatics,A+,bad,Business Intelligence Tools,A,bad,Business Process Reengineering,A,bad,Introduction to Environmental Marine Biology,A+,bad,History of Jazz Music,O,bad,Introduction to Environmental Anthropology,A,bad,problem solving,time management,team leadership,Less,Kubernetes
RA2100127837487,6.79,NWC,Predictive Analytics Models,C,good,Advanced Data Analysis,C,good,Social Media Management,F,good,Software Development Lifecycle,F,good,Introduction to Environmental Political Science,C,good,Digital Illustration Techniques,F,good,Introduction to Environmental Marine Biology,B,good,content strategy,programming,data mining,CSS,DevOps
RA2101294977843,7.43,NWC,E-commerce Strategies,C,good,Social Media Management,F,good,Internet of Things,F,good,Digital Content Strategy,C,good,Cybersecurity Basics,C,good,Health and Wellness,F,good,Digital Illustration Techniques,F,good,sales,forecasting,data mining,Computer Vision,Google Cloud
RA2123390757242,7.8,NWC,Big Data Analytics,C,good,Database Management Systems,B,good,Big Data Analytics,F,good,Ethical AI Practices,C,good,Introduction to Environmental Linguistics,C,good,Introduction to Environmental Law,B,good,Introduction to Environmental Literature,F,good,customer service,web design,problem solving,Data Engineering,Git
RA2122267865176,8.84,CINTEL,Big Data Analytics,A,good,Business Process Reengineering,B+,bad,Data Warehousing Solutions,B+,bad,Cybersecurity Essentials,A+,bad,Introduction to Human Anatomy,B+,good,Introduction to Art History,A,bad,Introduction to Environmental Economics,A+,bad,photography,project management,creative problem solving,Django,Google Cloud
RA2120105443512,6.08,NWC,User Interface Design,C,good,Cloud Architecture Design,B,good,Ethical AI Practices,C,good,Internet of Things,B,good,Graphic Design Principles,F,good,Introduction to Environmental Law,B,good,Environmental Sustainability,F,good,survey design,email management,data mining,CodeIgniter,SQL
RA2100334540890,8.7,CTECH,Computer Forensics,B+,bad,Information Systems Audit,A+,bad,Supply Chain Optimization,A+,bad,Internet Marketing Strategies,A,good,Introduction to Environmental Health,B,bad,Introduction to Acting,B+,bad,Environmental Sustainability,A+,good,negotiation,data visualization,social media management,Cryptocurrency,TypeScript
RA2103197922882,8.82,NWC,Digital Marketing Strategies,A,bad,Cloud Architecture Design,A,bad,Cloud Security Solutions,A+,bad,E-commerce Platforms,B+,bad,Introduction to Sociology,A+,bad,Health and Wellness,B,good,Personal Finance Management,A,bad,customer service,social media marketing,customer relationship management,Kanban,Kanban
RA2121146190440,7.43,CINTEL,Data Warehousing Design,B,good,Health Information Exchange,C,good,Cloud Computing Technologies,B,good,Quantum Computing Concepts,F,good,Introduction to Environmental Law,B,good,Introduction to Literature,F,good,Introduction to Environmental Economics,C,good,social media marketing,negotiation,budgeting,CakePHP,Machine Learning
RA2122383275590,5.9,NWC,Mobile App Development,B,good,Internet of Things,F,good,Game Development Principles,F,good,Virtualization Technologies,C,good,Creative Problem Solving,C,good,Introduction to Environmental Chemistry,C,good,Introduction to Environmental Design,F,good,event coordination,leadership,user experience design,Backbone.js,Vue.js
RA2120307527754,5.31,DSBS,Web Application Security,F,bad,Social Networking Platforms,F,bad,Business Process Reengineering,C,bad,Software Development Lifecycle,B,bad,Introduction to Criminal Justice,B,bad,Travel Photography,F,bad,Introduction to Game Design,B,bad,web design,content marketing,critical thinking,Python,Perl
RA2113139215384,8.78,DSBS,Software Quality Assurance,A,bad,Digital Marketing Strategies,B,bad,Wireless Networking Technologies,A+,bad,Cloud Security Solutions,B+,bad,Introduction to Environmental Biology,A,good,Introduction to Game Design,A,bad,Introduction to Astronomy,B+,bad,video editing,email management,data entry,Cryptocurrency,Data Science
RA2103287579374,5.07,NWC,Cloud Architecture Design,C,good,Virtual Reality Applications,C,good,Web Development Tools,C,good,Artificial Intelligence in Business,F,good,Introduction to Environmental Linguistics,C,good,Introduction to Environmental Technology,F,good,Introduction to Psychology,F,good,networking,sales,web analytics,TypeScript,Virtualization
RA2123079616553,8.09,DSBS,Data Science Techniques,B,bad,Artificial Neural Networks,B,good,E-commerce Strategies,A,good,Data Visualization Techniques,B+,bad,Introduction to Marine Biology,A,bad,Introduction to Environmental Geology,A+,bad,Introduction to Environmental Physics,A,bad,market research,public relations,problem solving,Agile Methodologies,Behavior-Driven Development
RA2111221624458,7.35,DSBS,Data Mining Techniques,C,good,Artificial Intelligence Ethics,F,good,Computer Network Design,C,good,Supply Chain Optimization,C,good,Music Theory and Composition,B,good,Introduction to Environmental History,F,good,Introduction to Environmental Medicine,F,good,presentation skills,proofreading,data mining,Jenkins,TypeScript
RA2102176079377,5.0,NWC,Robotic Process Automation,F,bad,Digital Marketing Analytics,F,bad,Game Development Principles,C,bad,Internet of Things,B,bad,Health and Wellness,B,bad,Personal Branding Strategies,B,bad,Introduction to Environmental Management,B,bad,client relations,content management,budgeting,Spark,Swift
RA2100150336827,8.7,CTECH,Robotic Process Automation,B+,bad,Database Management Systems,A,bad,Virtual Reality Applications,A+,bad,Digital Communication Strategies,B,bad,Introduction to Environmental Science,A+,bad,Introduction to Art History,A,good,Music Production Techniques,A+,bad,email marketing,copywriting,database management,CakePHP,Python
RA2110309946872,6.23,CTECH,IT Service Delivery,B,good,Big Data Processing,C,good,Blockchain Implementation,C,good,IT Governance Frameworks,F,good,Introduction to Environmental Science,F,good,Creative Problem Solving,C,good,Introduction to Graphic Novels,B,good,email marketing,market analysis,public relations,AWS,C++
RA2102381312204,8.13,CINTEL,Business Process Reengineering,A+,bad,User Interface Design,A+,bad,Wireless Networking Technologies,B+,bad,Ethical AI Practices,A,bad,Introduction to Marine Biology,A,good,Fashion Design Workshop,A,bad,Introduction to Medicine,B+,good,team leadership,branding,accounting,CSS,Node.js
RA2112241316401,7.35,CTECH,Data Warehousing Solutions,B,good,Network Programming,F,good,Artificial Intelligence Ethics,B,good,Database Management Systems,F,good,Introduction to Environmental Engineering,C,good,Introduction to Acting,F,good,Introduction to Environmental Anthropology,B,good,sales,web development,leadership,HTML,CakePHP
RA2111273924297,9.48,CINTEL,Cybersecurity Essentials,A+,bad,Data Warehousing Solutions,O,bad,IT Service Management,A,bad,Supply Chain Optimization,A,bad,Introduction to Environmental Policy,O,bad,Introduction to Political Science,O,good,Environmental Sustainability,A,bad,accounting,video production,email management,C++,Machine Learning
RA2123372737383,8.85,NWC,Mobile App Development,A+,good,Cyber Law and Ethics,A,bad,User Interface Design,A+,bad,Web Development Tools,A,bad,Introduction to Political Science,B+,bad,Introduction to Environmental Marine Biology,A+,bad,Introduction to Philosophy,B+,bad,client relations,critical thinking,event coordination,Microservices,Symfony
RA2113264817697,9.78,NWC,Blockchain Applications,O,bad,Cybersecurity Essentials,A,bad,Social Media Engagement,A+,bad,Supply Chain Management Systems,A+,bad,Introduction to Linguistics,A,bad,Creative Problem Solving,O,bad,Public Speaking Mastery,A,bad,public relations,project coordination,proofreading,Docker,IT Infrastructure
RA2122189220065,8.9,CINTEL,Quantum Cryptography,A+,bad,Digital Product Launch,B+,bad,Software Development Lifecycle,B+,bad,IT Project Portfolio Management,A,bad,Introduction to Public Health,A+,bad,Introduction to Environmental History,A,bad,Introduction to Environmental Economics,A+,bad,budgeting,forecasting,social networking,DevOps,Scala
RA2122326227959,6.66,DSBS,Artificial Neural Networks,F,bad,Digital Product Launch,C,bad,Game Design Principles,F,bad,IT Service Delivery,F,bad,Introduction to Bioinformatics,F,bad,Introduction to Criminal Justice,C,bad,Introduction to Sociology,F,bad,presentation skills,customer service,event planning,Natural Language Processing,Natural Language Processing
RA2103007474947,6.57,NWC,Virtualization Technologies,B,good,Digital Advertising Campaigns,B,good,Business Process Optimization,C,good,Blockchain Development,F,good,Introduction to Astronomy,B,good,Graphic Design Principles,C,good,Introduction to Environmental Ethics,F,good,analytical thinking,email management,email management,UI/UX Design,Less
RA2121254490873,5.0,CTECH,IoT Security Measures,C,good,Mobile App Testing,F,good,E-commerce Integration,F,good,Digital Communication Strategies,B,good,Introduction to Environmental Regulation,F,good,Personal Branding Strategies,B,good,Social Media Marketing,B,good,critical thinking,team leadership,budgeting,Kanban,C#
RA2112189116594,9.66,CTECH,Cybersecurity Essentials,O,bad,Digital Health Technologies,A,bad,Cloud Migration Planning,O,bad,Cloud Computing Security,O,good,Digital Illustration Techniques,A+,bad,Introduction to Environmental Technology,A,good,Introduction to Environmental Technology,A+,bad,research,financial analysis,social networking,Flask,CakePHP
RA2113265496050,6.45,NWC,Software Configuration Management,F,bad,Mobile App Testing,F,bad,Digital Content Creation,B,bad,Virtual Reality Applications,F,bad,Introduction to Graphic Novels,C,bad,Artificial Intelligence Fundamentals,F,bad,Exploring World Cuisines,B,bad,media relations,web analytics,leadership,Cybersecurity,Ember.js
RA2102268116417,9.77,DSBS,Web Development Tools,A+,good,Big Data Analytics,O,bad,IT Project Portfolio Management,A+,good,Data Warehousing Solutions,O,bad,Fashion Design Workshop,A,bad,Introduction to Environmental Justice,A+,good,Introduction to Forensic Science,O,bad,content marketing,graphic design,team leadership,Vue.js,Git
RA2122150191148,9.29,CTECH,Wireless Networking Technologies,O,bad,Digital Product Management,A+,bad,IoT Security Measures,A+,bad,Computer Network Design,A+,bad,Introduction to Geography,A+,bad,Introduction to Physics,O,good,Introduction to Bioinformatics,O,bad,creative writing,research,content creation,Pig,Agile Methodologies
RA2122377618662,8.57,DSBS,Virtualization Technologies,A,good,Predictive Analytics Models,A,bad,Ethical AI Practices,B+,bad,Robotic Automation Systems,B,bad,History of Jazz Music,A+,bad,Music Production Techniques,B+,bad,Introduction to Sustainable Energy,B,bad,event coordination,SEO optimization,forecasting,Agile Coaching,Pig
RA2102008688272,6.22,NWC,Digital Content Creation,C,good,Health Information Exchange,B,good,Strategic IT Planning,B,good,Advanced Data Analysis,C,good,Introduction to Environmental Engineering,B,good,Introduction to History,F,good,Introduction to Forensic Science,C,good,financial analysis,forecasting,event marketing,Vue.js,RESTful APIs
RA2113212964899,9.55,NWC,Blockchain Applications,O,bad,Data Visualization Techniques,A+,good,Supply Chain Optimization,A,bad,IT Project Portfolio Management,O,bad,Introduction to Astronomy,A+,bad,Introduction to Environmental Anthropology,O,good,Introduction to Political Science,A+,bad,user experience design,financial analysis,creative writing,Sass,Jenkins
RA2103202971882,9.45,CTECH,Data Science Techniques,A,bad,Web Development Frameworks,A+,bad,Data Science Techniques,A,bad,Machine Learning Applications,O,bad,Introduction to Linguistics,A+,good,Data Analysis with Python,A,bad,Personal Finance Management,O,bad,data visualization,web analytics,email management,Laravel,Game Development
RA2122225423394,9.99,CINTEL,Wireless Networking Technologies,A,bad,Information Security Governance,A+,bad,Social Media Management,A,bad,E-commerce Strategies,O,bad,Web Development Fundamentals,A,bad,Introduction to Sociology,A+,bad,Introduction to Psychology,A,bad,video editing,event coordination,social networking,Ember.js,IT Infrastructure
RA2110123010126,7.21,CTECH,Network Security Analysis,F,bad,Data Visualization Techniques,B,bad,Big Data Processing,B,bad,Computer Network Design,F,bad,Introduction to Environmental Law,B,bad,Introduction to Environmental Engineering,C,bad,Introduction to Environmental Anthropology,B,bad,teamwork,public speaking,photography,Hive,Java
RA2121239580919,5.03,CINTEL,Data Privacy Regulations,F,bad,User Experience Design,B,bad,Social Media Engagement,F,bad,Digital Product Management,C,bad,Introduction to Environmental Regulation,B,bad,Introduction to Environmental Studies,F,bad,Introduction to Mathematics,B,bad,public speaking,market analysis,client relations,Computer Vision,Mobile Development
RA2101390802199,5.58,CINTEL,Software Testing Methods,B,good,Cloud Computing Security,B,good,IT Project Portfolio Management,F,good,Digital Content Strategy,C,good,Web Development Fundamentals,F,good,Introduction to Environmental Law,B,good,Introduction to Environmental Medicine,B,good,data mining,team leadership,client relations,React,Express.js
RA2112142435198,8.39,CTECH,Big Data Processing,B+,good,Digital Transformation Strategies,B,bad,Web Development Frameworks,B+,bad,IoT Device Management,B+,good,Introduction to Environmental Political Science,A+,bad,Introduction to Environmental Economics,A,bad,Introduction to Environmental Communication,A+,bad,SEO optimization,strategic planning,web development,TypeScript,Bootstrap
RA2112327317420,7.74,DSBS,Robotic Automation Systems,C,good,Digital Marketing Analytics,C,good,Supply Chain Management Systems,B,good,Social Networking Platforms,B,good,Introduction to Environmental Literature,F,good,Introduction to Environmental Sociology,B,good,Introduction to Astronomy,B,good,public relations,content creation,content management,Firebase,Distributed Systems
RA2120074497569,9.56,CTECH,Advanced Data Analysis,O,good,Cloud Security Solutions,O,bad,Web Application Security,A+,bad,Health Informatics,A,good,Introduction to Bioinformatics,O,good,Introduction to Marine Biology,A+,bad,Introduction to Environmental Physics,A,bad,data mining,client relations,web analytics,Cryptocurrency,React
RA2100200033913,6.42,DSBS,Data Science Techniques,B,good,Cloud Computing Technologies,F,good,Database Administration,B,good,Database Management Systems,F,good,Introduction to Environmental Regulation,B,good,Introduction to Public Health,C,good,Introduction to Physics,F,good,event marketing,survey design,project management,Ruby on Rails,Data Science
RA2100385702051,8.24,CTECH,Ethical Hacking Practices,B,bad,IT Governance Compliance,A+,bad,Supply Chain Management Systems,A,bad,Cybersecurity Essentials,A,good,Introduction to Public Health,B,bad,Introduction to Anthropology,B,bad,Introduction to Environmental Computer Science,A,bad,video production,content management,data analysis,PyTorch,Hadoop
RA2102224224986,5.94,CTECH,Cloud Security Solutions,B,good,Social Media Marketing,C,good,Software Configuration Management,B,good,Digital Transformation Strategies,F,good,Introduction to Mathematics,C,good,Financial Literacy,F,good,Introduction to Bioinformatics,F,good,data entry,video production,budgeting,Mobile Development,Python
RA2102152329344,9.13,DSBS,Data Privacy Regulations,A,bad,Virtualization Technologies,O,bad,Digital Product Management,O,bad,Data Warehousing Solutions,A+,bad,Data Analysis with Python,O,bad,Introduction to Data Visualization,O,good,Introduction to Psychology,A,bad,market research,accounting,creative writing,Natural Language Processing,Pair Programming
RA2121213165195,8.9,CTECH,Information Security Governance,B+,bad,Computer Forensics,B,bad,Risk Management Strategies,A,bad,Data Warehousing Design,B+,good,Introduction to Environmental History,B,good,Introduction to Art History,A+,bad,Introduction to Environmental Science,B+,bad,media relations,creative problem solving,video production,Mobile Development,Microservices
RA2123083510422,6.91,CTECH,Machine Learning Applications,F,bad,Data Mining Techniques,C,bad,IoT Device Management,F,bad,Business Process Optimization,C,bad,Introduction to Environmental Education,C,bad,Artificial Intelligence Fundamentals,C,bad,Creative Problem Solving,C,bad,content strategy,video production,forecasting,Network Administration,Kubernetes
RA2122169244393,8.38,CINTEL,IT Governance Frameworks,A+,good,Digital Transformation Strategies,A,bad,Computer Network Design,B+,bad,Mobile App Testing,B,bad,Artificial Intelligence Fundamentals,B,bad,Introduction to History,B+,bad,The Art of Storytelling,A,bad,networking,email marketing,market research,Blockchain,Pig
RA2122346932290,6.57,NWC,Digital Marketing Analytics,F,bad,Big Data Processing,C,bad,Big Data Analytics,C,bad,Agile Software Development,C,bad,Introduction to Urban Planning,B,bad,Introduction to Environmental Literature,B,bad,Introduction to Engineering,C,bad,email marketing,proofreading,content strategy,Python,Network Administration
RA2113139093046,5.12,NWC,Internet of Things,B,good,IT Governance Frameworks,F,good,Computer Network Design,C,good,IT Project Portfolio Management,C,good,Environmental Sustainability,F,good,Introduction to Environmental Communication,B,good,Digital Illustration Techniques,B,good,time management,team leadership,SEO optimization,Pair Programming,CSS
RA2110210723952,8.93,NWC,Predictive Analytics Models,A+,good,Social Media Marketing,A,bad,Blockchain Development,B,good,Digital Marketing Strategies,B+,good,Introduction to Virtual Reality,B+,bad,Introduction to Environmental Economics,B,bad,Introduction to Environmental Planning,A,good,research,financial planning,event marketing,Scala,Virtualization
RA2121047601207,5.64,DSBS,Web Application Development,B,good,Artificial Intelligence Ethics,B,good,Web Application Security,F,good,Big Data Analytics,C,good,Travel Photography,B,good,Introduction to Robotics,C,good,Introduction to Engineering,F,good,market analysis,survey design,project coordination,Spring Boot,Ember.js
RA2101083205545,9.63,DSBS,Quantum Computing Concepts,O,bad,Digital Product Launch,A+,bad,Web Development Frameworks,A,bad,Business Intelligence Tools,A,bad,Introduction to Environmental Studies,A,bad,Graphic Design Principles,A+,good,Introduction to Environmental Medicine,A+,bad,public speaking,data analysis,research,IT Infrastructure,Mobile Development
RA2121255824727,6.23,CTECH,Business Process Reengineering,B,good,Health Information Exchange,F,good,IoT Security Measures,C,good,Machine Learning Applications,F,good,Introduction to Environmental Law,F,good,Introduction to Computer Science,C,good,Introduction to Art History,B,good,problem solving,accounting,negotiation,Decentralized Finance,Flask
RA2102163058051,5.95,DSBS,Digital Advertising Campaigns,B,good,Supply Chain Optimization,C,good,IoT Security Measures,C,good,Agile Project Management,F,good,Introduction to Environmental Literature,C,good,Introduction to Environmental Health,B,good,Introduction to Sustainable Agriculture,B,good,time management,market research,email management,Node.js,Spark
